body,tags
"<p>Here's the proof: <a href=""http://www.cs.cornell.edu/courses/CS6820/2014fa/matchingNotes.pdf"" rel=""nofollow"">http://www.cs.cornell.edu/courses/CS6820/2014fa/matchingNotes.pdf</a></p>

<p>What I don't understand is why ""For an edge f there can be f(e) for up to at most two edges e, conflicting with edge f at the two different ends.""</p>
","<graph-theory>"
"<p>This question seems similar to <a href=""http://math.stackexchange.com/questions/354551/is-a-loop-actually-a-circuit"">Is a loop actually a circuit?</a> but it is different. The linked question refers to a undirectional graph so the vertex of the self-loop ends up with degree 2. Also the linked question talks about circuits which might not be same as a cycle.</p>
","<graph-theory>"
"<p>I saw in my graph theory notes this statement ""Up to isomorphism, there is one and only one $K_4$"". What does the phrase ""up to isomorphism"" mean? </p>
","<combinatorics><graph-theory>"
"<p>[HOMEWORK]</p>

<p>I asked my professor and he said that a counter example would be two nodes, by which the pathw ould go from one node and back. this would be a closed path but does not contain a cycle. But I am confused after looking at this again. Why is this not a cycle? Need there be another node?</p>
","<graph-theory>"
"<p>It is stated that path exists between two vertices. </p>

<p>My idea is that if there is a direct path from source to vertex then the length is 1 which is less than n. But we need the minimum path to be as maximum as possible to disprove the statement.
So we include as many vertices as possible in the path. The maximum can be n. If all n are included in the path, then a simple path would have n-1 length. We can't go any longer than that. So, it is proved. 
Can you help me present this formally? And also please correct any mistakes I may have in my idea.</p>

<p>n is the number of vertices.</p>
","<graph-theory><proof-verification><proof-writing>"
"<p>I have noticed a recurring theme in Graph Theory / Theoretical Computer Science (abbreviated GT and TCS throughout this post) in that notions typically belonging to differential calculus / geometry / topology are ""discretized"" (by which I mean ""reformulated for a discrete-mathematical setting"") to be used for the service of GT/TCS. Examples include:</p>

<ul>
<li>Discrete Morse Theory, which has been useful in the analysis of Boolean functions,</li>
<li>The Laplacian matrix, which carries a lot of worthwhile algebro-graphtheoretical properties,</li>
<li>The Cheeger constant for graphs, which is useful in the theory of expander graphs, as well as in the theory of distributed computing.</li>
</ul>

<p>Of course these are based on, respectively, the usual Morse Theory, the Laplace operator, and the Cheeger constant from Riemannian geometry.</p>

<p>My (soft) question is simple: Are there any other cases in GT, TCS or discrete math in general where this type of discretization has occurred? And why are those notions useful discretized? </p>

<p>For example, the Cheeger constant measures the ""bottle-neckedness"" of a graph, which when interpreted as describing a network used for distributed computing gives us limits on how fast we can compute things in a distributed network. The Laplacian is used heavily in algebraic GT / combinatorics and carries analogous structure to the ordinary Laplace operator, and Discrete Morse theory proves powerful theorems based on inequalities and critical points…(ok, I haven't delved too deep into any form of Morse theory yet…).</p>

<p>(Sure, this is a list-based question, but I figure there can't be that many examples to list?) </p>

<p><strong>Additional Examples, suggested by comments:</strong></p>

<ul>
<li>Discrete Fourier Transform / Analysis has many applications in TCS and combinatorics too, and are obviously based on ordinary Fourier analysis.</li>
</ul>
","<differential-geometry><graph-theory><soft-question><computer-science><differential-topology>"
"<p>Let $G$ be a <strong>connected</strong> graph. Prove that two longest paths in $G$ have atleast one node in common. Note that two longest paths do not neccessarily have the same length.</p>

<p>I began by defining two paths namely $P_1 = &lt;v_1,...,v_k&gt;$ and $P_2 =&lt;u_1,...,u_m&gt;$ where $m\neq k$ because of the note given. Now I state the definition of a conneted graph. </p>

<blockquote>
  <p>A graph G is connected if for each pair of vertices u; v, there is a u; v-walk
  in G.</p>
</blockquote>

<p>now my first intuition is to consider the fact that if no node was shared than connecting the two paths would give a (slightly ?) longer path which would make them not the largest paths. Given the fact that they are the two largest (say $n$ and $n-1$). They should be connected via atleast one node.</p>

<p>HOWEVER it seems odd for me to now state that this is a proof.</p>
","<graph-theory>"
"<p>I am going through <a href=""http://www.sciencedirect.com/science/article/pii/0012365X81902533"" rel=""nofollow"">Degree sequences of random graphs</a> by Béla Bollobás.</p>

<p>On page $3$ the author introduces the quantity $S(n: K, L)$ without any explanation. </p>

<p><a href=""http://i.stack.imgur.com/P0HAj.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/P0HAj.png"" alt=""enter image description here""></a></p>

<p>Could anyone please help me in understanding the significance of the quantity?</p>
","<graph-theory><normal-distribution><algebraic-graph-theory><binomial-distribution><random-graphs>"
"<p>From wikipedia's page <a href=""http://en.wikipedia.org/wiki/Cage_graph"" rel=""nofollow"">Cage graph</a></p>

<blockquote>
  <p>Formally, an $(r,g)$-graph is defined to be a graph in which each
  vertex has exactly $r$ neighbors, and in which the shortest cycle has
  length exactly $g$. <strong>It is known that an $(r,g)$-graph exists for any
  combination of $r \geq 2$ and $g \geq 3$</strong>.</p>
</blockquote>

<p>Can someone provide a proof of this claim?</p>

<p>Thanks.</p>
","<graph-theory>"
"<p>Suppose we have a graph on $n$ nodes. We would like to assign to each node either a $+1$ or a $-1$. Call this a configuration $\sigma \in \{+1,-1\}^n$. The number of $+1$s that we have to assign is exactly $s$ (hence the number of $-1$s is $n-s$.) Given a configuration $\sigma$, we look at each node $i$ and sum the values assigned to its neighbors, call this $\xi_i(\sigma)$. We then count the number of nodes for which $\xi_i(\sigma)$ is nonnegative:</p>

<p>$$ N(\sigma) := \sum_{i=1}^n 1\{ \xi_i(\sigma) \ge 0\}. $$</p>

<p>The question is: what is the configuration $\sigma$ that maximizes $N(\sigma)$? Can we give a bound on $(\max N)/n$ in terms of $s/n$. If it helps, the graph can be assumed to be Erdos-Renyi.  </p>
","<combinatorics><graph-theory><optimization><random>"
"<p><strong>Why edg-chromatic number of Cartesian product of two graph equal maximum degree of Cartesian product G and H?</strong>
for example G and k2</p>
","<graph-theory>"
"<p>Let $G=(V,E)$ be a graph with $|V|=n$ and $|E|=m$ prove that
$$
\min_{u\in V} \{d(u)\}\leq 2\frac{m}{n}\leq \max_{v\in V} \{ d(v)\} 
$$
now my first intuition is to assume that $\min\limits_{u\in V} \{d(u)\} =0$ holds because it is not a connected graph. And my second assumption is to use $\max\limits_{v\in V} \{ d(v)\} =n -1$ (connected to everything, except it self) , and from another exercise we got</p>

<blockquote>
  <p>$$
d(v)\geq \frac{n-1}{2}
$$</p>
</blockquote>

<p>which could be interpreted as
$$
n-1\leq 2d(v)
$$
which would help in getting the right side, the only thing baffling me at the moment is the $\frac{m}{n}$ part, any intuition on this?</p>
","<graph-theory>"
"<p>I'll appreciate any help in the following question:</p>

<blockquote>
  <p>Let $G=(V,E)$ be a connected undirected finite graph.
  Let $\def\MaxD{\mathrm{MaxD}}\MaxD(v)$ ($v$ is a vertex) be the <em>maximal distance</em> of $v$ from any vertex in $G$.</p>
  
  <p>Prove for every two vertices $v_1$,$v_2 \in V$:
  $\MaxD(v_1)/\MaxD(v_2) \le 2$.</p>
</blockquote>
","<graph-theory>"
"<p>Evan Chen's recount of the Taiwanese IMO team's journey recorded a game the team members played at their free time, which runs as the following:</p>

<p>There are $n$ team members (in the actual case $n=6$ but here we simply take $n\geq2$)Every team member points at another team member (whom must be different from him/herself) and thus we obtain a (directed) graph with $n$ vertices and $n$ edges. It has one more edge than a tree and therefore must contain a cycle. Any member who is a vertex of any cycle in this graph loses the game. (So it is possible that everyone loses but it's impossible that no one loses.)</p>

<p>Assume everyone chooses the person s/he points at randomly, what is the probability of a player losing the game? </p>

<p>Reference: <a href=""http://www.mit.edu/~evanchen/handouts/IMO-2014/IMO-2014.pdf"" rel=""nofollow"">Evan Chen's recount</a></p>
","<probability><graph-theory>"
"<p>I'm trying to show that all graphs with 5 vertices, each of degree 2, are isomorphic to each other.  Is there a more clever way than simply listing them all out?</p>
","<graph-theory>"
"<p>Given is a graph defines a flow network. 
I need to formal proof the following :</p>

<blockquote>
  <p>If we multiply all edge capacities by a positive number $X$, the minimum cut remains unchanged</p>
</blockquote>
","<graph-theory><network-flow>"
"<p>I believe this is a standard graph theory problem, but I am not sure. I am having a lot of trouble with it though. Give it a go</p>

<p>You have n jelly beans. You want to ship them all to a friend. For 1 ≤ i ≤ m, you can buy any number of boxes, where each box can hold Bi jelly beans. The smallest box fits one bean (b1 = 1). Every box you use must be fully packed. Each box costs a dollar. The goal is to ship your beans with the smallest cost. What is the time and space complexity of finding the optimal solution?</p>

<p>Thanks a lot!</p>
","<graph-theory><algorithms>"
"<p>I am considering a route planning problem, which I try to model with a graph.
I understand that 
1. to find a shortest path in a graph, we need to know the weights on the edges. 
2. as some places are more desirable to visit than others, we can also have some kind of 'weight' on the nodes. In the case that we want to find a path that maximize the sum of the weights of the nodes passed through, we can convert the original graph to a new one and solve the problem as a shortest path problem in that graph.</p>

<p>I want a way to incorporate both the distance b/w bus stops and the desirability of the bus stops in my consideration of choosing the path. </p>

<ol>
<li>Is there way a sensible way to still model this situation by using a graph? </li>
<li>How can we define the vertices and the edges of this new graph?</li>
<li>What would be the weight function on the edges?</li>
</ol>

<p>edit: Not sure why this gets downvoted. Is the question meaningless or a well-known exercise?</p>
","<graph-theory><operations-research>"
"<p>A minimally imperfect graph is a graph that is not perfect but all of it's proper induced subgraphs are. I can prove that, when G is a minimally imperfect graph with n vertices: </p>

<ol>
<li><p>alpha(G)omega(G)+1=n (so I have proved the Perfect Graph Theorem) </p></li>
<li><p>G has two sequences S_0,...S_n of maximum stable sets and C_0,...C_n of maximum cliques such that S_i intersects C_j unless i=j. So they come in nonintersecting pair. </p></li>
</ol>

<p><strong><em>Apparently</em></strong>, these are all the maximum stable sets, and maximum cliques. So there are exactly n of each. But how do I prove this? </p>
","<graph-theory><algebraic-graph-theory><extremal-graph-theory>"
"<p>I would like to learn Graph Theory from the beginning. It seems to me that one does not need to be familiar with many abstract type subjects to be able to understand the more basic concepts of graphs.</p>

<ol>
<li><p>Which subjects should one know prior to learn Graph Theory at the introductory level?</p></li>
<li><p>And which book or lecture notes would you advise to learn it? </p></li>
</ol>
","<reference-request><graph-theory>"
"<p>Given an $n$ by $n$ grid of which some of the squares are black and some are white. I'm allowed to mark some of these squares and the question is to prove whether a given grid with given black squares can meet these conditions:</p>

<p>1) Each column has only one marked square.</p>

<p>2) Each row has only one marked square.</p>

<p>3) Only white squares can be marked.</p>

<p>This is similar to how sudoku can only have the same number on only one column and one row. In fact it's an easier problem. However...</p>

<p>I am struggling to figure out an algorithm that reduces this problem to a max flow network problem.</p>

<p>I'm thinking something along the lines of making each square in the grid a  node in a graph. Then connect your source point to all the white nodes.</p>

<p>I also believe that in the end the way you prove whether such conditions can be met is by whether or not the max flow through this graph is exactly $n$. Because a solution to the above problem requires that there are exactly $n$ marked squares. Any less means that there was a row or column that doesn't have any white square or that there is no way of adding points that end up in distinct rows/columns.</p>
","<graph-theory><algorithms><network-flow>"
"<blockquote>
  <p>Must the number of people at the party who do not know an odd number of people be even? Describe a graph model and then answers the question. </p>
</blockquote>

<p>I'm confused because I do not understand the question. For example if we take people to be a vertex, then if there is an edge between them it means that people know each other, 
and the formula is $$\sum d(v) = 2*e$$ $\Rightarrow$ the sum of degrees of all vertices should be even so it means that there should be an even number of vertices. But why in the question is ""people who do not know an odd number of other people be even""..?</p>
","<combinatorics><graph-theory><combinatorial-proofs>"
"<p>I'm traying to prove (or disprove) the following statement:</p>

<p>Any connected $r$-regular graph of <a href=""http://en.wikipedia.org/wiki/Girth_%28graph_theory%29"" rel=""nofollow"">girth</a> $g$ such that every edge is shared by the same number of minimum length cycles (that is, cycles of length $g$), is <a href=""http://en.wikipedia.org/wiki/Vertex-transitive_graph"" rel=""nofollow"">vertex-transitive</a> and <a href=""http://en.wikipedia.org/wiki/Edge-transitive_graph"" rel=""nofollow"">edge-transitive</a>.</p>

<p>This is not a textbook exercise. Any ideas appreciated.</p>

<p>Thanks.</p>
","<graph-theory>"
"<p>First of all - what's a directed graph? Is this just some normal graph but with no loops or edges? I don't really understand definitions found in the web...</p>

<p>What is a path? I mean, as far as I know, it is a directed chain, where the chain is a ""path between two vertices, connected anyhow"". Ok, I understand what the chain is, but what is the DIRECTED chain?</p>
","<graph-theory>"
"<p>Let $A$ be a $k$ by $n$ matrix where the rows are permutations of $\{1,2,3,..,n\}$ and in each column all elements are different (i.e columns are subsets of permutations of $\{1,2,3,..,n\}$). 
Show that there exists an $n$ by $n$ matrix $B$ such that each row and column is a permutation of $\{1,2,3,..,n\}$ and its first $k$ rows are the rows of $A$.</p>

<p>I can see that this should be an application of Hall's theorem but I'm having trouble choosing the graph.</p>

<p>Thanks.</p>
","<graph-theory>"
"<p>Let's say you have a graph such that every vertex has exactly 3 edges. You try to number every edge of the graph with either a 0, 1, or 2 so that every vertex has exactly one of each type of edge. Is this always possible to do? </p>
","<graph-theory>"
"<p>Consider a simple graph $G$ with $n$ vertices. For any two vertices, either they are connected by an edge, or there is a third vertex which is connected to both of them by an edge. (It is possible that both conditions hold.) Show that there exists a set $W$ of no more than $\sqrt{n\log n}+1$ vertices such that every vertex in $G$ is connected to some vertex in $W$.</p>

<p>If some vertex $u$ has degree $\leq \sqrt{n\log n}$, then the set of neighbors of $U$ can be seen to satisfy the condition. What if every vertex $u$ has degree $&gt;\sqrt{n\log n}$?</p>
","<combinatorics><graph-theory>"
"<p>For a given order $n$, the number of graphs that are determined uniquely by their  <a href=""http://en.wikipedia.org/wiki/Chromatic_polynomial"" rel=""nofollow"">chromatic polynomial</a> is <a href=""http://oeis.org/A137568"" rel=""nofollow"">A137568</a>. This sequence starting with n=1 is:</p>

<pre><code>1, 2, 4, 7, 16, 41, 139, 704, 7270, 183606
</code></pre>

<p>I am looking for something slightly different, the sequence formed by the number of <strong>distinct chromatic polynomials</strong> for <strong>connected</strong> graphs.</p>
","<graph-theory><coloring>"
"<p>Given following graph 
<img src=""http://i.stack.imgur.com/sGmX3.png"" alt=""enter image description here""></p>

<p>a) Find the upper bound for $\chi(G)$ using theorem 8.20</p>

<p>b)What is $\chi(G)$?</p>

<blockquote>
  <p><strong>Theorem 8.20</strong>: For every graph $G$, $\chi(G) \leq 1+\max\{\delta(H)\}$, where maximum is taken over all subgraph $H$ of $G$</p>
</blockquote>

<p>I know that $\chi(G)=5$ so part b) is done. For part a), I'm not quite sure about $\max\{\delta(H)\}$ part, so I need to find the minimum degree in all subgraph $H$ and pick the biggest one? Is $\max\{\delta(H)\}=5$? Do I need to prove it?</p>
","<graph-theory><coloring>"
"<p>How many different triangles are there in $K_5$?</p>

<p><a href=""http://i.stack.imgur.com/sOgqv.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/sOgqv.png"" alt=""enter image description here""></a></p>

<p>The Answer is 35.(The Moscow Mathematics Puzzle) </p>

<p>Then I asked what about $K_6$, $K_7$ and so on ...?</p>

<p>With my intuition I arrived at this conjecture   </p>

<blockquote>
  <p>Conjecture: The number of different triangles in a complete graph of order $n$ ($K_n$) is </p>
  
  <p>\begin{cases}
\frac{n^2(n-2)^2(n-1)^2)}{6^2},&amp;\mbox{ where } \binom{n}{3} \mbox{ is odd.}\\
\frac{(n^2-n)(n^2-4)(n^2-5n+12)}{12^2} ,&amp;\mbox{where }\binom{n}{3} \mbox{is even.}
\end{cases}
  What do you say about this?</p>
</blockquote>
","<graph-theory><recreational-mathematics><conjectures>"
"<p>How to build a 4-regular, vertex-transitive, 'least diameter' graph with $v$ vertices?</p>

<p>This implies to know what is the minimum diameter of a 4-regular vertex-transitive graph with $v$ vertices.</p>

<hr>

<h1>What I found</h1>

<p>If $v &lt;= 4 + 1$, the diameter is $1$, and in the particular case $v = 4 + 1$, the only matching graph is $K_5$.</p>

<p>In the case $v = 6$, the graph shown below matches, with a diameter of $2$. The diameter can't be less than 2, since it would then be 1, meaning every vertex is adjacent to the five others, what contradicts with the 4-regularity.</p>

<p><a href=""http://i.stack.imgur.com/Ao9FL.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/Ao9FL.png"" alt=""4-regular graph with 6 vertices""></a></p>

<p>The cases $v=6,7,8$ and $9$ are diameter 2 as well and can be treated with the same pattern: putting a star in a polygon. Example of star used :</p>

<ul>
<li>6: Two triangles (A double edge between opposed vertices works too)</li>
<li>7: Star formed by jumping over one vertex. (Over two vertices works too)</li>
<li>8: Two squares (The star formed by jumping over two vertices works too)</li>
<li>9: Three triangles (Seems to be the only possibility)</li>
</ul>

<p>For the case $v=10$, the least diameter is 2 too. A matching graph can be obtained  from Petersen graph, by adding parallel edges to the ones linking the pentagon to the central star.</p>
","<graph-theory><optimization>"
"<p>In a previous <a href=""http://math.stackexchange.com/questions/1888216/how-can-i-prove-that-left-sum-i-0r-1i-binomai-binomn-ar-i-ri"">question</a> I asked about the maximum module reached by the quantity  $f_{n,r} (a) = \sum_{i=0}^r (-1)^i \binom{a}{i} \binom{n-a}{r-i}$. Now I ask when this maximum value can be reached. </p>

<p>This is a conjecture:</p>

<blockquote>
  <p>How can I prove that the equality</p>
  
  <p>\begin{equation}
\left|\sum_{i=0}^r (-1)^i \binom{a}{i} \binom{n-a}{r-i}\right| = \binom{n}{r}
\end{equation}</p>
  
  <p>where $0\leq a \leq n$, $0\leq r \leq n$ and $n,r,a \in \mathbb{N}$, $\mathbf{r \neq n, r\neq0}$, holds only for $a=0$ and for $a=n$?</p>
</blockquote>

<p>What I'm trying to prove is that for $r$ even I cannot have, for any $0\leq a \leq n$ with $r \neq n, r\neq0$:</p>

<p>\begin{equation}
\sum_{i=0}^r (-1)^i \binom{a}{i} \binom{n-a}{r-i} = - \binom{n}{r}
\end{equation}</p>
","<inequality><graph-theory><binomial-coefficients><spectral-graph-theory>"
"<p>In spectral graph partition theory, the eigenvector corresponding to the second smallest eigenvalue of the laplacian matrix of a graph, in general, is used to partition the graph. </p>

<p>What is the underlying philosophy behind this? Any reference to any related proofs on this?</p>
","<linear-algebra><reference-request><graph-theory><graph-laplacian>"
"<p>Let $G$ be a $5$-regular triangulation of the plane. By Euler's formula, $G$ must have $12$ vertices. My question is, how can we conclude that $G$ is isomorphic to the icosahedral graph?</p>
","<graph-theory>"
"<p>For $p$ and $q$ distinct primes.
Two conditions are given:</p>

<p>vertices of graph $G$ are integers in the set $\{0, 1, 2, \ldots, pq-2, pq-1\}$; </p>

<p>there is an edge of graph $G$ between $a$ and $b$ if $ab$ either $p∣a−b$ or $q∣a−b$. In this case, how many edges of $G$ are there?</p>
","<graph-theory><discrete-mathematics>"
"<p>Are graphs with eigenvalue $1$ of multiplicity more than $1$, important one? Please guide me to any book or article discussing such graphs.</p>
","<graph-theory><soft-question><eigenvalues-eigenvectors><algebraic-graph-theory>"
"<p>Given any undirected connected graph. If we redefine the weight of a spanning tree to the maximum weight of an edge (if the largest weight is 10 the weight of the tree is 10) are there any cases where there minimum spanning tree will be different based on this assumption? By this I mean are there any cases where we can use a more costly route in order to have a lower maximum edge weight?</p>
","<graph-theory><trees>"
"<p>An automorphism is a mapping of a graphs nodes onto it's own nodes. Whereas an isomorphism is the mapping of a graphs nodes onto another graphs nodes. </p>

<p>Doesn't this mean the are fundamentally the same thing, it's just a matter of what the nodes are labelled (for example in one graph the nodes may numbered sequentially, but in the other graph they are labelled alphabetically)?</p>

<p>So will the number of automorphisms be the same as the number of isomorphisms?</p>
","<graph-theory><graph-isomorphism>"
"<p>Is there (sufficient and) nessary condition for which a graph $G$ has a homomorphism but no surjective homomorphism to $H$? Where the surjective means both vertex and edge are surjective.</p>

<p>Or say if $H$ is a fixed graph like $K_n$, is there sufficient and nessary condition?</p>
","<graph-theory>"
"<p>Let $G$ be a <a href=""http://en.wikipedia.org/wiki/Directed_graph"" rel=""nofollow"">directed graph</a> which contains $N$ vertices, and which satisfies the following condition: each vertex of $G$ has at least one incoming edge.</p>

<p>(For clarity, a vertex $V_1$ has an ""incoming edge"" if there is an edge $E$ which connects $V_1$ to some other vertex on the graph, $V_2$, for which $E$ is directed from $V_2$ to $V_1$)</p>

<p>Then I believe it follows that $G$ contains a closed cycle.  The reason I am posting this is because the result seems straightforward/obvious, and yet it would apparently solve an <a href=""http://mathoverflow.net/questions/16857/existence-of-a-zero-sum-subset"">open problem on MO regarding zero sum subsets</a>, so I am concerned that I may have a mistake.  (To be frank, I am not comfortable posting on MO)</p>

<p>The basic idea is to show that starting with a set of $N$ vertices, and no edges.  That it is impossible to construct a directed graph with no closed cycles by adding one (directed) edge at a time.</p>

<p>Let a set of $N$ vertices be given, and let us attempt to construct a directed graph with no closed cycle by adding one directed edge at a time.  Choose some arbitrary vertex $V_1 \in G$, then by the defining condition of $G$, $V_1$ must have an incoming edge, say from $V_2$.  It's clear that $V_2$ has an incoming edge, if this edge originates from $V_1$, then the graph would have a closed cycle, so we choose some other vertex which connects to $V_2$: and in this way we are forced to create a chain of $N-1$ vertices, $V_1$, has an edge coming from $V_2$, which has an edge coming from $V_3, \ldots, V_{N-2}$, which has an edge coming from $V_{N-1}$.  It's clear that if any of the vertices in this chain has an incoming edge originating from another vertex on the chain, that $G$ will contain a closed cycle.  So once we construct a chain of $N-1$ distinct vertices, there is one vertex left, and since this vertex must have an incoming edge originating from another vertex which is already on the chain, $G$ must contain a closed cycle.</p>

<p>Now let me explain why I think this fairly trivial result solves the <a href=""http://mathoverflow.net/questions/16857/existence-of-a-zero-sum-subset"">open zero sum subset problem</a> on MO.</p>

<p>This question asks: given a finite set of real numbers $S$ with the property that every number in the set can be written as the sum of two numbers in the set (not necessarily different), if there exists a subset $S$ which sums to zero.</p>

<p>Well, clearly a set $S$ which satisfies the condition of the problem stated above corresponds to a directed graph for which each vertex has at least one incoming edge (each real number in the set $S$ is associated with a vertex, and if given three numbers $a,b,c \in S$, with $a = b + c$, then the vertex associated with $a$ will have incoming edges from the vertices associated with $b$ and $c$).   Therefore the graph corresponding to an arbitrary S which satisfies the condition contains a closed cycle.  By adding the numbers in the closed cycle, we obtain a sum of the form:</p>

<p>$a + b + c + \ldots = a$, hence it follows that $b + c + \ldots = 0$, i.&thinsp;e. a set $S$ which satisfies the condition must contain a zero sum subset.  Have I made a mistake somewhere, or does this solve the problem? </p>
","<graph-theory>"
"<p>How can we describe a polynomial-time algorithm to find an edge $e$ in a graph $G$ such that $G/e$ is 3-connected. Given the fact that $G$ is 3-connected and $\lvert V(G) \rvert \geq 5$.</p>
","<graph-theory>"
"<p>Why is there only the trivial automorphism on the Frucht graph?</p>

<p>We have a rooted tree in the Frucht graph which allows to totally order the vertices. But how does this imply that there is only the identity on the Frucht graph?</p>
","<graph-theory><graph-isomorphism>"
"<p>i just started going through biconnected components can someone explain me this</p>

<p>Show that if G is a connected undirected graph, then no edge of G can be in two different
biconnected components</p>
","<graph-theory>"
"<p>I am looking at a graph theory problem that describes the partite sets of a bipartite as two copies of the $(m+1)$-dimensional vector space over the finite field $\mathbb{F}_{p^n}$ ($p$ is prime and $n\geq 1$ is an integer), $P$ and $L$. They call the elements of $P$ ""points"" and the elements of $L$ ""lines"". </p>

<p>They say a point $(p)=(p_1, \ldots, p_{m+1})\in P$ is adjacent to a line $[l]=[l_1, \ldots, l_{m+1}]$ if and only if</p>

<p>$$ l_{i+1}+p_{i+1}=l_ip_1  $$</p>

<p>for every $i\in \left\{1,2,\ldots, m \right\}$.</p>

<p>I would like to know what the sum on the left hand side and the product on the right side mean geometrically in terms of lines and points. Perhaps I should ignore the geometric meaning? I just want to know how I should be viewing the above definition.</p>

<p>Thank you!</p>
","<graph-theory><notation><analytic-geometry><finite-fields><finite-geometry>"
"<p>Let $G$ be a connected graph and $v$ be a vertex in $G$. Suppose a DFS traversal from $u$ is performed resulting in a tree $T$, and a BFS from $u$ also results in the same tree $T$. I would like to show that $T = G$.</p>

<p>My main problem for this is that I am not sure how to initially approach this proof, and given my current approach is within reason I am stuck as for my next step. </p>

<p>My current thought is to go by contradiction and suppose that $T$ is both the DFS and BFS tree of $G$ with $u$ being the root, but $T \neq G$. As $T \subset G$, there must exist an edge $e \in G$ such that $e \notin T$ (since $G$ is connected it cannot be the case that there is a vertex in $G$ that is not in $T$). From here I believe my contradiction will come from the DFS and BFS traversals not being equivalent, but this is where I am stuck in this approach. </p>

<p>Could anyone hint at my next step or give me an idea for another approach to the proof?</p>
","<graph-theory><algorithms><computer-science>"
"<p>According to the Law of mathematics, the product of slopes of $2$ perpendicular lines has to be $ -1 $.</p>

<p>Then, how do you prove that the following lines are perpendicular.</p>

<p>$x=4$ , $y=6 $</p>

<p><img src=""http://i.stack.imgur.com/7fUDz.gif"" alt=""Perpendicular  lines""></p>

<p>My Calculation :</p>

<p>Slope of line $1$ ($x=4$) = Infinity</p>

<p>Slope of line $2$ ($y=6$) = $0$</p>

<p>Product of both slopes != $0$</p>
","<graph-theory>"
"<p>I have seen some relation about the simple graph $G$ which is not directed. </p>

<p>Suppose $G$ has $n=|V|\ge1$ vertices, $m$ edges, $k$ connected components, $p$ odd cycles, $q$ even cycles. Do the following hold?</p>

<ol>
<li><p>$p+q\ge 1$ then $m\ge n$ </p></li>
<li><p>$p+q=1, k=1,$ then $ m=n$</p></li>
<li><p>$k\ge n-m$</p></li>
<li><p>If $p = 0$, then $G$ is bipartite.</p></li>
<li><p>If $q = 0$, then there are $2k$ proper colorings of $G$ using $2$ colors.</p></li>
</ol>

<p>Attempts: For question i, I believe it is False as we may have many isolated vertices.
for question 2 i think it is true. $p+q=1$ mean there exist cycle and k=1 mean that it is a connected graph. I believe it is true but then i have no idea how to show m=n.</p>

<p>for Q4, i think that it is true as it may a graph with no cycle is bipartile and also a graph with even with even cycle only seems to be a bipartitle too.</p>

<p>For question 5 i think it is false as for the case that the graph has no cycle, q=0 but we cna actually colour with 2 colours.</p>

<p>Is my interpretation or guess true? and is there any hints about the proof of some details?</p>
","<graph-theory>"
"<p>Show that if $G$ is a connected graph that is not regular, then $G$ contains adjacent vertices $u$ and $v$ such that deg $u$ does not equal deg $v$.</p>
","<graph-theory>"
"<p>$K_4$ is an example of a graph that requires 4 colours to be coloured but it contains triangle cycles and a square cycle too.</p>

<p>I've tried drawing ever more complicated graphs made up of pentagons, hexagons, etc. but I've been able to colour all of them with 3 colours. </p>

<p>If such a graph exists without any triangle or square cycles does anyone have a hint as to how I could discover it? </p>
","<graph-theory><coloring>"
"<p>I am a student from Iraq studying Graph to get in to a college in Georgia. I have trouble understanding this question.</p>

<p>Show that the two definitions below are logically equivalent.
Definition 1. A graph G = (V, E) is disconnected if there exist non-empty subgraphs H1 = (V1,E1) and H2 = (V2,E2) such that V1 and V2 partition V and E1 and E2 partition E. A graph is connected if it is not disconnected.
Definition 2. A graph G is connected if for any two vertices v, w there is a walk between v and w.</p>

<p>Can someone kindly explain this situation???</p>
","<discrete-mathematics><graph-theory>"
"<p>This <a href=""http://www.dis.uniroma1.it/~leon/tcs/lecture2.pdf"" rel=""nofollow"">tutorial</a> (page 22) on Hopcroft-Karp algorithm for maximum bipartite matching states the following:</p>

<blockquote>
  <p>Let $M^*$ be a maximum matching, and let $M$ be any matching in $G = (V, E)$. ...</p>
  
  <p>Let us consider the graph $G'=(V, M \oplus M^*)$. It contains at most $|M^*|-|M|$ augmenting paths with respect to $M$.</p>
</blockquote>

<p>Here $M\oplus M^*$ is the symmetric difference between $M$ and $M^*$. But how does the last line (<em>It contains at most $|M^*|-|M|$ augmenting paths with respect to $M$</em>) follow?</p>
","<graph-theory>"
"<p>I'm trying to solve the following exercise from the book A Textbook of Graph Theory by R. Balakrishnan and K. Ranganathan</p>

<blockquote>
  <p>Show that for a simple bipartite graph, $m\leq \frac{n^2}{4}$</p>
</blockquote>

<p>$m$ is the size of the graph.</p>

<p>$n$ number of vertices.</p>

<p>I was considering the following cases:</p>

<p>Let $X$ and $Y$ be a partition of the set of vertices of $V(G)$ and I tried to verify some cases accordingly to the cardinality of the each set. If $|V(G)|=n$ and $|X|=|Y|=\frac{n}{2}$ it is easy to see, but I got stuck trying to show the case when the cardinalities are $|X|&lt;|Y|$</p>

<p>Any help will be greatly appreciated!</p>

<p>Thanks!</p>
","<graph-theory>"
